epoch,accuracy,loss,val_accuracy,val_loss
0,0.9692022204399109,0.08118376135826111,NA,NA
1,0.9757087826728821,0.06502550840377808,NA,NA
2,0.97774738073349,0.06018679589033127,NA,NA
3,0.9790082573890686,0.0572168305516243,NA,NA
4,0.9796709418296814,0.05532900243997574,NA,NA
5,0.9801110029220581,0.054135508835315704,NA,NA
6,0.9807635545730591,0.05306894704699516,NA,NA
7,0.9810202717781067,0.052180469036102295,NA,NA
8,0.9812024235725403,0.0514901839196682,NA,NA
9,0.981373131275177,0.05087560787796974,NA,NA
10,0.9816121459007263,0.05041724443435669,NA,NA
11,0.9817702174186707,0.05030554160475731,NA,NA
12,0.98184734582901,0.04962501674890518,NA,NA
13,0.9818385243415833,0.049794379621744156,NA,NA
14,0.9820067286491394,0.04959852620959282,NA,NA
15,0.9819523096084595,0.049410320818424225,NA,NA
16,0.9821154475212097,0.04929323494434357,NA,NA
17,0.982182502746582,0.04914601147174835,NA,NA
18,0.9822887182235718,0.048804301768541336,NA,NA
19,0.982451856136322,0.04858195409178734,NA,NA
20,0.982273519039154,0.04873785004019737,NA,NA
21,0.9823670983314514,0.04866180196404457,NA,NA
22,0.9823645949363708,0.04878421500325203,NA,NA
23,0.982370913028717,0.04869456589221954,NA,NA
24,0.9824025630950928,0.04845382273197174,NA,NA
25,0.9824252724647522,0.0485507994890213,NA,NA
26,0.9825125336647034,0.048451635986566544,NA,NA
27,0.9823696613311768,0.04845975711941719,NA,NA
28,0.9825517535209656,0.04827720299363136,NA,NA
29,0.9824151992797852,0.048392895609140396,NA,NA
