epoch,accuracy,loss,val_accuracy,val_loss
0,0.8664079308509827,0.3583713471889496,0.8945261836051941,0.2761535048484802
1,0.8951912522315979,0.27315425872802734,0.9016258120536804,0.2579517960548401
2,0.9010087847709656,0.2580251693725586,0.9044334292411804,0.24853764474391937
3,0.9038141369819641,0.24981562793254852,0.9049297571182251,0.2468487173318863
4,0.9054052233695984,0.24522997438907623,0.9055179357528687,0.24513910710811615
5,0.9064345359802246,0.2415984570980072,0.9063358902931213,0.24226287007331848
6,0.9071456789970398,0.239347904920578,0.9067173004150391,0.24173197150230408
7,0.9078372716903687,0.23748727142810822,0.9064507484436035,0.24408690631389618
8,0.9081991314888,0.23592659831047058,0.9069194793701172,0.24071261286735535
9,0.908856213092804,0.23459367454051971,0.906372606754303,0.24513909220695496
