epoch,accuracy,loss,val_accuracy,val_loss
0,0.8635315895080566,0.3744070827960968,NA,NA
1,0.8886285424232483,0.2923711836338043,NA,NA
2,0.8936866521835327,0.27885353565216064,NA,NA
3,0.8958964347839355,0.2721327543258667,NA,NA
4,0.8973394632339478,0.2682133615016937,NA,NA
5,0.8981916904449463,0.26522746682167053,NA,NA
6,0.8991897702217102,0.2626720070838928,NA,NA
7,0.9000897407531738,0.2601766288280487,NA,NA
8,0.9006051421165466,0.2589073181152344,NA,NA
9,0.9015830755233765,0.25730058550834656,NA,NA
10,0.9019927978515625,0.2556571066379547,NA,NA
11,0.9024603962898254,0.25443562865257263,NA,NA
12,0.9028626680374146,0.2532649338245392,NA,NA
13,0.9028827548027039,0.25376057624816895,NA,NA
14,0.9031015038490295,0.2534058690071106,NA,NA
15,0.903709888458252,0.25188252329826355,NA,NA
16,0.9040014743804932,0.2507281005382538,NA,NA
17,0.9042000770568848,0.2501831650733948,NA,NA
18,0.9046852588653564,0.24946020543575287,NA,NA
19,0.9052484035491943,0.24857120215892792,NA,NA
20,0.904315710067749,0.2499973624944687,NA,NA
21,0.90484619140625,0.2487594485282898,NA,NA
22,0.9051252603530884,0.2475251853466034,NA,NA
23,0.9058894515037537,0.24639372527599335,NA,NA
24,0.9061509370803833,0.24619585275650024,NA,NA
25,0.9064274430274963,0.24516597390174866,NA,NA
26,0.9063596129417419,0.24493807554244995,NA,NA
27,0.9063596129417419,0.24488553404808044,NA,NA
28,0.9065154790878296,0.24439790844917297,NA,NA
29,0.9067115783691406,0.24411822855472565,NA,NA
30,0.9066964387893677,0.2435452938079834,NA,NA
31,0.9065908789634705,0.24385859072208405,NA,NA
32,0.9074205160140991,0.24346044659614563,NA,NA
33,0.9067643284797668,0.24375009536743164,NA,NA
34,0.9059950709342957,0.24589203298091888,NA,NA
35,0.9055626392364502,0.24779675900936127,NA,NA
36,0.9058592915534973,0.24530501663684845,NA,NA
37,0.9061785936355591,0.24484187364578247,NA,NA
38,0.9062489867210388,0.24510028958320618,NA,NA
39,0.9066059589385986,0.24440357089042664,NA,NA
40,0.9066034555435181,0.24389101564884186,NA,NA
41,0.9067894816398621,0.24403870105743408,NA,NA
42,0.9070258140563965,0.24411383271217346,NA,NA
43,0.9068422913551331,0.2435722053050995,NA,NA
44,0.9073148965835571,0.2432418316602707,NA,NA
45,0.9066235423088074,0.24370962381362915,NA,NA
