epoch,accuracy,loss,val_accuracy,val_loss
0,0.867377519607544,0.3475653827190399,0.8833598494529724,0.2986026108264923
1,0.8867188096046448,0.2903745770454407,0.8912590146064758,0.28018829226493835
2,0.8915196657180786,0.2781860828399658,0.888975203037262,0.27809566259384155
3,0.8934392929077148,0.27297499775886536,0.8946089148521423,0.2705676853656769
4,0.8944376111030579,0.26996126770973206,0.8928948640823364,0.2782914936542511
5,0.8949832916259766,0.2682044208049774,0.8949121832847595,0.2695840299129486
6,0.8957380652427673,0.26669299602508545,0.8945675492286682,0.27181386947631836
7,0.89606773853302,0.2655133605003357,0.8951970934867859,0.27427947521209717
8,0.8962021470069885,0.26550939679145813,0.893887460231781,0.2834518849849701
9,0.8964951038360596,0.26448071002960205,0.89586341381073,0.27092036604881287
