epoch,accuracy,loss,val_accuracy,val_loss
0,0.8573634028434753,0.3828107714653015,0.8881480097770691,0.29356151819229126
1,0.8898550271987915,0.28608521819114685,0.8977612257003784,0.2671099007129669
2,0.8958311080932617,0.2718777656555176,0.9004493951797485,0.2621029019355774
3,0.8983802795410156,0.26508620381355286,0.9013224840164185,0.2576678693294525
4,0.8998059630393982,0.2617756724357605,0.901373028755188,0.2551380395889282
5,0.900093138217926,0.26034754514694214,0.9034592509269714,0.2547011971473694
6,0.900752604007721,0.25854694843292236,0.895964503288269,0.2606417238712311
7,0.9011983275413513,0.2571442127227783,0.901749849319458,0.2555224895477295
8,0.8983676433563232,0.2668464779853821,0.9007343053817749,0.2617459297180176
9,0.9010236859321594,0.25788748264312744,0.9026459455490112,0.25347113609313965
