epoch,accuracy,loss,val_accuracy,val_loss
0,0.8146222829818726,0.5378578305244446,NA,NA
1,0.8541443943977356,0.41220900416374207,NA,NA
2,0.8604720830917358,0.39281541109085083,NA,NA
3,0.8645623326301575,0.38154250383377075,NA,NA
4,0.8664703965187073,0.37353917956352234,NA,NA
5,0.8690874576568604,0.3678779602050781,NA,NA
6,0.8705354928970337,0.36440953612327576,NA,NA
7,0.8719810247421265,0.3607293367385864,NA,NA
8,0.8728282451629639,0.3582276999950409,NA,NA
9,0.8750028014183044,0.3529224991798401,NA,NA
10,0.8750556111335754,0.35129064321517944,NA,NA
11,0.8757494688034058,0.34976378083229065,NA,NA
12,0.8769134283065796,0.34800007939338684,NA,NA
13,0.8766419291496277,0.34790703654289246,NA,NA
14,0.8768506050109863,0.3476210832595825,NA,NA
15,0.877564549446106,0.34626683592796326,NA,NA
16,0.8777983784675598,0.34501394629478455,NA,NA
17,0.8780623078346252,0.3444148600101471,NA,NA
18,0.8777279853820801,0.3440711498260498,NA,NA
19,0.8787310719490051,0.34187883138656616,NA,NA
20,0.8786355257034302,0.3421887755393982,NA,NA
21,0.8785500526428223,0.34236621856689453,NA,NA
22,0.8793947100639343,0.3408328592777252,NA,NA
23,0.8792288303375244,0.34116050601005554,NA,NA
24,0.8794123530387878,0.3414153456687927,NA,NA
25,0.8793871998786926,0.3407015800476074,NA,NA
26,0.8794450163841248,0.34077656269073486,NA,NA
27,0.8801112174987793,0.34045225381851196,NA,NA
28,0.8792011737823486,0.34084486961364746,NA,NA
29,0.8792363405227661,0.3401901125907898,NA,NA
30,0.8796285390853882,0.34013786911964417,NA,NA
31,0.879995584487915,0.33924293518066406,NA,NA
32,0.8800156712532043,0.33907008171081543,NA,NA
33,0.880171537399292,0.33868977427482605,NA,NA
34,0.8797969818115234,0.33949732780456543,NA,NA
35,0.8800181746482849,0.3391747772693634,NA,NA
36,0.8802469968795776,0.3397957682609558,NA,NA
37,0.8800860643386841,0.33838704228401184,NA,NA
38,0.8801866173744202,0.33931857347488403,NA,NA
39,0.880214273929596,0.33928653597831726,NA,NA
40,0.8803877830505371,0.3379450738430023,NA,NA
41,0.8803802132606506,0.3383016288280487,NA,NA
42,0.8804028630256653,0.3382706940174103,NA,NA
43,0.8801313042640686,0.33874276280403137,NA,NA
44,0.8806442022323608,0.33815184235572815,NA,NA
45,0.8804405331611633,0.3385453224182129,NA,NA
46,0.8804983496665955,0.3382315933704376,NA,NA
47,0.8806467056274414,0.3384176790714264,NA,NA
48,0.8804506063461304,0.3381660282611847,NA,NA
49,0.8803450465202332,0.33893516659736633,NA,NA
50,0.8804656863212585,0.33868494629859924,NA,NA
51,0.8806642889976501,0.33876603841781616,NA,NA
52,0.880181610584259,0.3385712504386902,NA,NA
53,0.8810011744499207,0.33688685297966003,NA,NA
54,0.8803223967552185,0.33769577741622925,NA,NA
55,0.8804556131362915,0.33841338753700256,NA,NA
56,0.8804857730865479,0.3381054401397705,NA,NA
57,0.8809382915496826,0.3382939398288727,NA,NA
58,0.8803827166557312,0.3392893970012665,NA,NA
59,0.8806391358375549,0.33884841203689575,NA,NA
60,0.8812776803970337,0.3376831114292145,NA,NA
61,0.8811696171760559,0.3380420207977295,NA,NA
62,0.8805059194564819,0.33913710713386536,NA,NA
63,0.8809257745742798,0.33766838908195496,NA,NA
64,0.880596399307251,0.3382931649684906,NA,NA
65,0.8805738091468811,0.3393822908401489,NA,NA
66,0.8804581165313721,0.33854010701179504,NA,NA
67,0.8807975053787231,0.3389987051486969,NA,NA
68,0.8808100819587708,0.339342325925827,NA,NA
69,0.8805385828018188,0.33921435475349426,NA,NA
70,0.8806291222572327,0.33807870745658875,NA,NA
71,0.8802545070648193,0.34044381976127625,NA,NA
72,0.8804983496665955,0.33874696493148804,NA,NA
73,0.8809031248092651,0.33935144543647766,NA,NA
74,0.8804908394813538,0.34013164043426514,NA,NA
75,0.8803349733352661,0.33919161558151245,NA,NA
76,0.8805134296417236,0.3398738205432892,NA,NA
77,0.8803450465202332,0.3403390645980835,NA,NA
78,0.8806316256523132,0.33890557289123535,NA,NA
79,0.8805687427520752,0.3413607180118561,NA,NA
80,0.8799930810928345,0.3402769863605499,NA,NA
81,0.880702018737793,0.3378050923347473,NA,NA
82,0.880081057548523,0.3411179780960083,NA,NA
83,0.8806743621826172,0.3385753035545349,NA,NA
84,0.8809207081794739,0.33867722749710083,NA,NA
85,0.8806743621826172,0.3401469588279724,NA,NA
86,0.8806969523429871,0.33968251943588257,NA,NA
87,0.8803802132606506,0.3401099145412445,NA,NA
88,0.8803223967552185,0.34188681840896606,NA,NA
89,0.8803374767303467,0.3403383791446686,NA,NA
90,0.880515992641449,0.34119969606399536,NA,NA
91,0.8801313042640686,0.34004709124565125,NA,NA
92,0.8795657157897949,0.34257185459136963,NA,NA
93,0.8801766037940979,0.341494619846344,NA,NA
94,0.8804983496665955,0.34022843837738037,NA,NA
95,0.8801866173744202,0.34203606843948364,NA,NA
96,0.8805285096168518,0.3405234217643738,NA,NA
97,0.8799629211425781,0.3424495756626129,NA,NA
98,0.8797542452812195,0.343230277299881,NA,NA
99,0.8805360794067383,0.3417778015136719,NA,NA
